"","CK0d1","CK0d2","CK0d3","CK3d1","CK3d2","CK3d3","CK10d1","CK10d2","CK10d3","CK30d1","CK30d2","CK30d3","CK45d1","CK45d2","CK45d3","Lp0d1","Lp0d2","Lp0d3","Lp3d1","Lp3d2","Lp3d3","Lp10d1","Lp10d2","Lp10d3","Lp30d1","Lp30d2","Lp30d3","Lp45d1","Lp45d2","Lp45d3","taxonomy"
"1910",0,0,0,0,1,0,1,2,1,1,1,0,0,5,0,0,1,1,0,0,0,0,0,2,0,0,2,2,2,0,"SAR86 cluster bacterium"
"1911",2,2,1,0,0,0,0,0,2,1,0,0,0,0,2,3,1,0,1,0,0,0,0,0,1,1,2,2,1,0,"Mycobacterium gastri"
"1912",1,3,0,3,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,0,0,0,1,0,1,"Streptomyces filamentosus"
"1913",1,0,4,1,1,4,0,0,1,1,0,0,0,0,1,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,"Streptomyces albus"
"1914",0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,1,0,6,0,0,0,0,0,2,0,2,0,3,0,0,"Paenibacillus odorifer"
"1915",1,1,0,0,0,0,1,0,1,0,1,2,1,4,0,1,0,4,1,0,0,0,0,0,0,2,1,0,0,0,"Unclassified_f_Sporomusaceae"
"1916",2,2,1,1,0,0,0,1,0,1,0,0,3,0,0,1,1,1,0,1,0,2,1,0,2,0,1,0,0,0,"Rubripirellula amarantea"
"1917",1,0,1,1,3,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,2,2,0,0,1,3,1,0,0,"Streptomyces sp. JHA19"
"1918",0,4,2,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,2,0,0,0,2,0,0,0,0,"Actinoplanes xinjiangensis"
"1919",2,1,0,0,1,2,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,1,2,0,1,0,3,1,0,1,"Siminovitchia terrae"
"1920",1,3,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,3,1,1,0,0,1,3,0,0,1,0,0,0,"Lentisphaerae bacterium RIFOXYA12_64_32"
"1921",2,1,0,0,1,2,1,0,0,1,0,0,0,2,1,0,1,2,2,0,0,1,1,0,0,0,1,0,2,0,"Unclassified_f_Nocardiaceae"
"1922",0,2,0,1,1,3,0,0,0,0,1,2,0,0,0,0,1,0,3,0,0,0,3,1,1,0,0,0,2,0,"Bradyrhizobium sp. 41S5"
"1923",4,1,0,4,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,"Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36"
"1924",2,0,0,0,1,1,1,3,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,5,0,1,1,0,0,0,"Lentzea xinjiangensis"
"1925",2,1,0,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2,3,1,0,1,0,0,1,"Sphingosinicellaceae bacterium"
"1926",0,1,1,0,2,0,0,0,1,2,0,1,2,0,1,1,2,2,0,1,0,0,1,0,0,1,0,0,1,1,"Oceanibacterium hippocampi"
"1927",0,0,2,1,3,1,2,0,2,1,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,2,0,0,1,0,"Enterobacter sp. SGAir0187"
"1928",0,1,1,0,0,1,0,0,2,0,0,1,1,2,0,1,0,0,0,0,0,1,0,1,1,0,6,1,1,0,"Geminicoccaceae bacterium"
"1929",0,2,0,1,0,0,2,1,1,0,1,0,0,0,0,1,0,2,1,0,2,2,0,0,1,0,2,1,0,1,"Unclassified_g_Mucilaginibacter"
"1930",0,1,0,0,0,0,0,1,2,5,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,1,"Acidipropionibacterium jensenii"
"1931",0,0,1,0,0,1,0,0,1,1,0,1,1,2,1,0,0,3,1,1,1,0,0,2,0,1,0,1,1,1,"Candidatus Cloacimonetes bacterium 4572_55"
"1932",0,0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,1,2,0,3,0,1,1,2,1,0,0,0,1,0,"Unclassified_g_Zobellella"
"1933",0,4,4,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,1,3,1,0,0,1,0,"Enterobacter sp. JBIWA003"
"1934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,"Levilactobacillus bambusae"
"1935",2,1,2,0,1,0,0,0,0,1,0,4,0,2,0,1,1,1,0,0,0,0,0,2,0,0,1,1,1,0,"Thermus islandicus"
"1936",0,0,0,0,0,3,1,0,0,1,1,1,0,0,1,3,0,0,0,1,3,2,2,0,1,0,0,0,0,1,"Arthrobacter sp. 9E16"
"1937",0,1,0,1,1,0,1,1,0,0,0,4,0,3,0,0,0,1,0,0,1,1,0,1,0,1,3,0,1,0,"Unclassified_g_Acaryochloris"
"1938",0,1,0,3,1,1,1,0,2,0,1,0,0,0,0,1,1,1,1,0,0,0,4,0,0,2,0,0,1,0,"Betaproteobacteria bacterium"
"1939",1,0,2,4,1,2,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,1,2,0,2,0,0,0,"Niallia circulans"
"1940",2,1,3,0,0,0,2,0,2,2,0,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,"Cyanobacteria bacterium J083"
"1941",0,1,2,0,1,1,1,0,0,0,1,1,2,1,0,1,1,2,1,0,0,0,1,1,2,0,1,0,0,0,"Spirosoma sp. CJU-R4"
"1942",1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,1,1,0,2,0,0,0,3,0,2,0,4,1,0,0,"Deltaproteobacteria bacterium GWA2_55_10"
"1943",2,0,2,0,1,0,0,0,0,1,0,1,2,3,0,1,1,3,0,0,0,0,0,1,0,1,1,0,1,0,"Rhodospirillaceae bacterium"
"1944",0,1,3,0,0,1,1,0,1,1,0,2,1,4,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,"Unclassified_g_Gimesia"
"1945",0,0,0,1,0,0,0,2,1,0,0,4,0,1,0,3,2,2,1,0,2,0,0,0,0,0,2,0,0,0,"Rhodocyclales bacterium GT-UBC"
"1946",2,0,0,1,0,5,4,0,0,0,0,0,1,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,"Unclassified_g_Chlorobium"
"1947",0,0,2,0,0,1,0,3,2,0,2,1,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2,2,0,0,"Micromonospora luteifusca"
"1948",0,2,1,0,0,0,0,1,0,0,0,4,0,5,2,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,"Saccharopolyspora erythraea"
"1949",0,0,1,0,2,1,0,0,0,2,0,2,0,1,0,1,1,1,4,0,1,0,0,2,1,0,1,0,0,0,"Tenacibaculum sp. SZ-18"
"1950",1,1,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,2,2,0,1,0,0,2,1,1,2,1,0,0,"Acinetobacter sp. TGL-Y2"
"1951",0,0,0,0,1,0,1,0,2,0,1,0,0,3,0,0,2,1,1,0,0,0,3,2,2,0,2,0,0,0,"Rhizobiales bacterium 62-47"
"1952",0,1,2,1,2,1,0,2,1,0,0,1,0,0,1,0,0,1,0,2,0,2,0,0,1,0,0,1,1,1,"Acidimicrobiales bacterium"
"1953",0,1,0,0,0,1,0,3,0,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,3,1,4,0,0,1,"Thermohalobacter berrensis"
"1954",0,0,0,0,0,0,1,0,1,1,1,1,0,4,3,1,1,0,2,0,0,0,0,3,0,0,1,0,1,0,"Arthrobacter sp. DWC3"
"1955",1,0,3,0,2,1,0,0,0,1,0,1,1,2,1,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,"Stieleria sp. JC731"
"1956",0,0,0,0,0,0,0,0,0,1,2,2,2,2,5,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,"Weissella sp. DD23"
"1957",0,0,1,0,1,0,0,1,4,3,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,1,3,0,0,0,"Geobacter sp. FeAm09"
"1958",5,1,1,0,0,0,0,0,1,1,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2,"Rubrivivax gelatinosus"
"1959",0,0,2,0,1,0,0,0,1,1,0,5,0,0,1,1,1,2,0,0,0,0,0,0,3,0,2,0,1,0,"Caulifigura coniformis"
"1960",0,0,0,0,0,0,1,0,0,1,0,4,0,2,1,1,1,2,1,0,0,1,0,2,2,2,0,0,0,0,"Paraburkholderia aspalathi"
"1961",0,1,1,1,0,0,0,0,1,0,0,5,1,3,0,2,1,0,0,0,0,1,0,0,0,0,2,1,1,0,"Unclassified_g_Roseburia"
"1962",0,1,1,1,0,0,0,0,1,1,0,2,0,2,1,0,1,2,0,1,0,2,1,0,1,0,2,0,1,0,"Henriciella mobilis"
"1963",2,0,1,2,0,1,0,0,0,1,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,1,"Unclassified_c_Epsilonproteobacteria"
"1964",0,0,2,0,0,0,0,0,0,0,0,0,1,8,1,0,0,1,0,0,2,0,3,0,0,2,0,1,0,0,"Arcobacter lacus"
"1965",0,1,0,2,0,0,0,0,1,1,0,1,0,4,0,0,1,2,1,0,1,0,0,1,0,0,4,0,1,0,"Pseudanabaena sp. FACHB-1277"
"1966",1,0,2,0,0,0,0,2,1,0,0,0,1,4,1,0,0,1,0,0,0,0,1,1,1,2,1,1,1,0,"Thermus sediminis"
"1967",0,1,1,0,0,0,0,0,2,0,1,0,2,3,0,1,0,2,0,1,2,0,3,0,0,0,1,0,1,0,"Candidatus Nealsonbacteria bacterium CG_4_9_14_3_um_filter_37_13"
"1968",1,0,0,0,1,0,0,0,0,1,1,2,0,5,1,1,0,1,0,3,0,0,0,0,2,1,1,0,0,0,"Lysinibacillus sp. B2A1"
"1969",0,0,1,0,0,1,0,1,3,1,0,0,0,4,1,1,1,0,2,0,0,1,0,2,0,2,0,0,0,0,"Actinoplanes palleronii"
"1970",0,0,1,0,3,1,0,0,0,0,0,0,3,0,0,2,2,0,2,0,3,2,1,0,0,0,0,0,1,0,"Planctomycetales bacterium 12-60-4"
"1971",1,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,3,0,1,1,1,0,0,1,3,2,0,0,0,"Caldilineae bacterium"
"1972",0,1,1,1,0,1,0,0,0,0,2,0,0,0,2,3,0,1,3,0,0,4,0,0,0,0,1,0,0,0,"Pandoraea pulmonicola"
"1973",1,0,1,1,0,1,2,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,2,"Geosporobacter ferrireducens"
"1974",2,0,0,0,3,1,1,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,2,1,1,0,1,0,0,0,"Cupriavidus taiwanensis"
"1975",1,1,3,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,3,4,1,1,0,0,0,1,0,0,0,0,"Enterobacter sp. 9-2"
"1976",0,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,5,0,1,1,0,1,0,"Pseudomonas sp. 2(2015)"
"1977",2,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,3,0,3,2,0,0,0,"Unclassified_g_Lutibacter"
"1978",0,0,2,1,0,0,1,1,0,0,3,0,0,1,1,0,1,0,3,0,0,1,2,2,0,0,0,1,0,0,"Phormidium sp. OSCR"
"1979",1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,0,1,1,0,0,1,2,0,4,1,0,1,0,"Unclassified_g_Pleionea"
"1980",0,0,0,0,0,2,1,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,1,1,0,4,4,0,1,0,"Spirochaetes bacterium ADurb.Bin269"
"1981",1,2,0,1,0,2,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,1,4,0,0,0,"Candidatus Desantisbacteria bacterium CG1_02_49_89"
"1982",1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,1,0,3,0,1,5,1,1,0,"Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_42_12"
"1983",0,0,1,0,1,0,0,1,0,3,0,0,0,3,1,1,0,1,0,1,0,2,0,0,1,0,4,0,0,0,"Spirosoma profusum"
"1984",1,0,1,1,0,0,0,1,0,0,1,0,1,3,1,0,2,3,1,0,0,0,0,1,0,0,3,0,0,0,"Cuneatibacter sp. NSJ-177"
"1985",0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,8,"Lactobacillus kefiranofaciens"
"1986",1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,2,1,0,0,0,2,0,0,1,5,0,0,0,"Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_52_10"
"1987",0,0,1,0,0,3,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,"Candidatus Cloacimonas sp. 4484_209"
"1988",0,1,0,0,1,0,1,0,0,0,1,2,1,2,0,0,0,0,1,1,0,1,0,0,1,1,3,0,3,0,"Buchnera aphidicola"
"1989",1,2,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,1,3,0,0,3,1,0,1,0,0,0,0,"Bacillus sp. GZB"
"1990",0,1,1,0,1,1,1,1,0,0,1,2,0,0,0,1,1,1,2,2,1,3,0,0,0,0,0,0,0,0,"Unclassified_g_Saccharibacillus"
"1991",0,0,1,1,0,0,0,0,0,2,0,1,0,5,0,1,0,1,0,0,2,0,2,0,1,1,2,0,0,0,"Unclassified_g_Megamonas"
"1992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,0,"Paenibacillus sp. JCM 10914"
"1993",1,1,2,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3,"Unclassified_g_Coprococcus"
"1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,"Limosilactobacillus urinaemulieris"
"1995",1,1,0,2,0,0,0,0,0,0,1,2,0,2,0,2,0,1,0,1,0,0,1,1,2,0,0,1,2,0,"Gemmatirosa kalamazoonensis"
"1996",1,0,0,2,1,1,3,3,2,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"Rahnella inusitata"
"1997",0,0,2,0,0,2,0,0,1,1,0,0,0,1,2,1,1,0,0,0,1,0,4,0,3,1,0,0,0,0,"Cyanobium sp."
"1998",1,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1,4,0,3,0,0,0,1,0,0,1,1,1,1,"Pseudanabaena frigida"
"1999",1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,0,1,0,0,0,1,1,0,4,1,0,1,"Oscillochloris sp. ZM17-4"
"2000",0,1,0,3,1,0,0,0,0,1,0,3,0,2,0,2,0,2,0,0,0,0,2,0,0,1,2,0,0,0,"Pigmentibacter ruber"
"2001",1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,1,0,1,1,1,0,5,2,0,0,0,0,1,0,0,"Unclassified_c_Bacteroidia"
"2002",1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,3,0,1,0,0,0,0,0,2,0,0,4,1,1,1,"Spirochaetes bacterium ADurb.BinA120"
"2003",0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,4,1,0,0,0,0,1,2,2,1,3,0,0,0,"Seinonella peptonophila"
"2004",1,0,0,0,0,0,0,2,1,1,1,1,0,3,1,0,0,4,0,0,0,0,0,0,2,0,1,0,2,0,"Haliangium ochraceum"
"2005",1,0,2,0,0,0,0,1,0,0,0,3,0,3,0,0,1,0,0,1,0,1,1,3,2,0,1,0,0,0,"Unclassified_f_Weeksellaceae"
"2006",0,2,1,0,0,0,0,2,0,0,1,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,4,1,0,1,"Unclassified_f_Leptospiraceae"
"2007",2,1,1,0,3,0,0,3,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,1,"Yersinia kristensenii"
"2008",0,1,0,1,2,0,3,1,4,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,1,0,0,0,1,"Sphingobacteriales bacterium"
"2009",1,0,1,0,0,1,1,3,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,1,0,"Neobacillus bataviensis"
"2010",0,1,0,1,0,1,0,0,0,0,1,4,0,4,0,1,0,1,0,0,2,0,1,0,1,1,0,1,0,0,"Desulfitobacterium dichloroeliminans"
"2011",1,0,0,0,2,0,0,0,0,0,1,2,2,3,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,"Brevinematales bacterium NS"
"2012",2,0,0,0,0,0,1,1,0,0,0,2,1,3,0,0,1,1,0,0,1,1,2,2,2,0,0,0,0,0,"Actinoplanes auranticolor"
"2013",0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,3,1,2,1,1,2,0,0,2,1,0,0,1,0,0,"Syntrophothermus lipocalidus"
"2014",2,1,1,0,3,0,0,0,0,1,1,1,0,0,0,2,0,1,1,1,0,0,0,0,1,2,0,0,2,0,"Sulfurisoma sediminicola"
"2015",1,0,0,0,0,0,0,1,1,1,1,3,0,3,0,0,1,0,0,0,1,0,0,0,0,1,4,0,2,0,"Pseudanabaena sp. PCC 7367"
"2016",0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,1,3,0,2,0,2,0,"Roseateles sp. BIM B-1768"
"2017",1,0,0,0,0,1,0,1,0,1,1,0,0,7,0,1,0,2,0,1,0,2,0,0,0,0,2,0,0,0,"Chthoniobacter flavus"
"2018",2,1,0,0,0,0,1,0,1,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,3,3,2,0,0,"Microbulbifer rhizosphaerae"
"2019",1,0,0,0,0,0,0,2,2,0,1,0,0,5,3,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,"Steroidobacter agaridevorans"
"2020",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,0,1,2,1,2,1,3,0,1,1,"Aurantibacter crassamenti"
"2021",3,0,2,2,1,0,1,0,1,0,1,0,0,0,0,2,1,1,0,0,1,2,1,0,0,1,0,0,0,0,"Unclassified_f_Planctomycetaceae"
"2022",0,0,0,3,0,0,0,0,1,3,1,0,1,1,0,2,2,1,1,0,0,0,0,0,0,1,2,1,0,0,"Neochlamydia sp. TUME1"
"2023",0,0,0,0,0,0,2,0,3,2,0,0,0,1,0,2,0,3,0,2,0,0,0,0,1,0,2,0,1,1,"Unclassified_g_Bacteriovorax"
"2024",2,0,0,2,1,0,2,0,0,0,2,3,0,0,1,0,0,2,1,0,0,1,1,0,1,1,0,0,0,0,"Acidimicrobiales bacterium MED-G01"
"2025",2,1,2,3,0,0,1,0,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,"uncultured Arthrobacter sp."
"2026",0,0,0,1,0,1,0,0,0,2,1,0,0,3,1,0,0,1,1,2,1,0,1,0,1,0,2,2,0,0,"Glaciibacter flavus"
"2027",0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,2,1,2,2,1,0,0,0,1,0,2,0,0,0,0,"Acinetobacter sp. YH12089"
"2028",0,0,0,1,0,0,0,0,0,0,1,1,0,6,1,1,0,2,2,0,0,1,0,0,0,2,1,0,0,1,"Cohnella sp. WQ 127256"
"2029",3,0,1,1,0,1,0,1,0,1,0,1,0,5,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,"Unclassified_g_Photobacterium"
"2030",0,1,2,1,0,0,0,0,0,0,2,1,0,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,"Mycolicibacterium boenickei"
"2031",1,0,1,1,0,1,0,1,1,1,0,1,0,4,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,"Neolewinella maritima"
"2032",0,1,0,0,0,0,0,1,1,1,1,0,0,7,0,0,1,0,1,0,0,0,0,1,1,1,3,0,0,0,"Aestuariicella albida"
"2033",1,1,0,2,0,0,0,0,0,2,2,0,0,4,2,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,"Exiguobacterium sp. S17"
"2034",1,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,1,1,0,1,3,2,1,0,0,0,3,0,0,0,"bacterium HR41"
"2035",0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,1,0,1,0,0,1,0,2,1,6,0,0,0,"Flavivirga algicola"
"2036",2,0,1,1,0,2,1,1,1,0,1,1,0,4,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,"Synechococcus sp. JA-2-3B'a(2-13)"
"2037",0,0,1,0,0,0,1,0,1,1,1,2,0,5,1,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,"Unclassified_g_Halothiobacillus"
"2038",0,0,0,0,0,0,0,1,0,0,2,0,3,1,9,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,"Eggerthella lenta"
"2039",2,0,0,0,1,1,0,2,1,0,1,2,1,0,0,1,1,1,0,1,1,1,0,0,0,2,0,1,0,0,"Streptomyces triticiradicis"
"2040",0,0,0,4,3,0,0,1,1,0,0,0,0,0,0,2,2,1,0,1,0,1,1,0,0,1,1,0,1,0,"Nocardiopsis potens"
"2041",1,0,0,0,0,1,0,0,0,3,0,0,1,4,0,0,0,3,0,1,0,0,1,2,0,1,0,0,1,0,"Streptomyces sp. 2323.1"
"2042",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,2,0,1,0,2,0,0,0,"Cognatishimia sp. MH4019"
"2043",2,1,0,3,1,0,0,1,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,2,1,0,0,0,1,1,"Borreliella garinii"
"2044",0,1,1,0,0,0,0,1,1,0,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0,3,1,3,0,0,"Microbacterium sp. GbtcB3"
"2045",0,0,0,1,0,1,1,0,0,0,0,3,0,2,1,1,0,0,0,1,1,0,0,5,0,0,0,0,1,1,"Brevibacillus panacihumi"
"2046",0,1,0,1,0,0,3,0,2,0,0,0,1,0,1,1,3,1,1,0,0,1,2,0,0,0,0,0,0,1,"Klebsiella sp. Kps"
"2047",0,0,0,4,0,2,0,1,0,1,1,1,0,0,0,1,1,0,2,3,1,0,1,0,0,0,0,0,0,0,"Anatilimnocola floriformis"
"2048",0,2,1,0,1,0,0,1,0,0,0,3,1,0,0,2,0,0,0,1,3,2,0,0,0,2,0,0,0,0,"Pedobacter sp. ASV12"
"2049",1,1,0,0,0,0,0,1,0,0,0,3,1,2,1,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0,"Spirochaetes bacterium GWB1_36_13"
"2050",0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,1,0,0,0,0,0,0,3,1,3,4,0,0,"Unclassified_g_Latilactobacillus"
"2051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Enterococcus avium"
"2052",1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,9,"Lactobacillus gallinarum"
"2053",0,0,0,0,0,1,0,0,0,0,1,1,2,3,0,0,0,4,0,0,0,0,1,1,0,1,3,0,1,0,"Nitrolancea hollandica"
"2054",0,0,4,0,1,1,1,0,2,0,1,1,1,0,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,"Plesiocystis pacifica"
"2055",0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,1,1,1,0,1,1,0,0,1,3,1,1,0,1,0,"Enterococcus sp. HPCN18"
"2056",1,0,0,1,2,0,1,1,1,0,0,0,1,1,1,0,0,3,1,0,0,0,0,1,0,1,3,0,0,0,"Streptomyces sp. AS02"
"2057",4,0,0,0,2,0,1,0,0,1,0,0,0,3,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,"Sulfurimonas sp."
"2058",0,1,0,0,3,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,1,0,0,0,"Bacillus safensis"
"2059",0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0,1,1,1,1,3,0,3,0,2,0,"Methylotenera sp."
"2060",0,1,0,1,0,0,1,1,1,0,0,0,0,4,0,1,1,3,0,1,0,0,1,1,0,0,1,0,0,1,"Carnobacterium mobile"
"2061",0,0,1,0,0,1,0,0,0,2,0,1,0,3,0,1,0,2,0,0,0,1,0,2,0,2,2,0,1,0,"Unclassified_g_Thiomonas"
"2062",0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,2,"Vibrio casei"
"2063",3,3,2,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,"Unclassified_g_Nitrospira"
"2064",0,0,1,0,1,1,1,2,0,2,0,1,0,0,0,1,0,0,1,0,0,4,0,1,0,2,0,1,0,0,"Cytobacillus oceanisediminis"
"2065",0,3,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,1,2,1,1,2,0,1,1,0,1,0,0,0,"Unclassified_o_Propionibacteriales"
"2066",1,2,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,3,1,0,0,0,1,0,0,1,"Pseudomonas orientalis"
"2067",0,0,0,0,2,1,0,1,0,0,0,1,0,2,0,3,1,1,1,0,0,1,0,0,4,0,1,0,0,0,"Phormidesmis priestleyi"
"2068",3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1,0,2,0,2,0,0,0,0,0,0,3,0,2,0,"Jatrophihabitans sp."
"2069",1,3,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,4,0,0,0,2,"Unclassified_f_Nitrobacteraceae"
"2070",0,1,0,0,3,1,2,0,0,0,0,0,1,0,2,0,0,0,1,4,0,1,0,2,0,1,0,0,0,0,"Mycoplasma sp. (ex Biomphalaria glabrata)"
"2071",0,2,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,2,2,0,1,0,1,1,3,0,0,0,0,0,"Paraburkholderia lycopersici"
"2072",1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,2,1,4,1,0,0,0,1,0,0,1,0,0,0,0,"Streptomyces sp. CS014"
"2073",0,1,1,0,1,0,1,0,0,2,1,1,2,2,0,0,0,1,0,0,2,0,0,2,1,0,1,0,0,0,"Unclassified_g_Prosthecobacter"
"2074",0,0,1,0,2,4,1,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,1,0,0,2,0,0,1,0,"Unclassified_f_Cellulomonadaceae"
"2075",1,3,0,0,2,0,0,2,0,1,0,0,1,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,"Pseudobacteroides cellulosolvens"
"2076",0,0,1,1,0,3,1,0,0,0,1,0,1,0,1,0,0,0,2,1,0,4,1,0,2,0,0,0,0,0,"Pantoea sp. B270"
"2077",2,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,2,0,0,1,0,0,1,1,0,0,1,0,1,0,"Pedosphaera parvula"
"2078",1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,2,1,1,0,0,0,0,1,2,0,0,2,0,1,1,"Halobacteroides halobius"
"2079",0,1,0,2,1,2,1,1,2,1,0,0,1,0,0,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,"Candidatus Cloacimonetes bacterium"
